g2_nh_Logit,g2_nh_Prob,g3_n_Logit,g3_n_Prob,committee_g23_MeanLogit,committee_g23_StdLogit,committee_g23_MeanProb,committee_g23_MaxProb,committee_g23_MinProb,committee_g23_SpreadProb,g2_nh_x_g3_n,g2_nh_minus_g3_n,Window_12M->18M,Window_12M->18M_x_g2_nh_Logit,Window_12M->18M_x_g3_n_Logit,Window_18M->24M,Window_18M->24M_x_g2_nh_Logit,Window_18M->24M_x_g3_n_Logit,Window_1M->3M,Window_1M->3M_x_g2_nh_Logit,Window_1M->3M_x_g3_n_Logit,Window_3M->6M,Window_3M->6M_x_g2_nh_Logit,Window_3M->6M_x_g3_n_Logit,Window_6M->12M,Window_6M->12M_x_g2_nh_Logit,Window_6M->12M_x_g3_n_Logit
-1.4490892998590754,0.1901417632213958,-1.5494892550077213,0.17516004785016234,-1.4992892774333983,0.07099348911643272,0.18265090553577906,0.1901417632213958,0.17516004785016234,0.014981715371233467,2.2453482996782994,0.10039995514864586,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.4490892998590754,-1.5494892550077213,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.6539477459697407,0.1605761139834216,-1.7930183904668158,0.14270305853500118,-1.7234830682182782,0.09833779578786539,0.15163958625921137,0.1605761139834216,0.14270305853500118,0.01787305544842041,2.9655587253948825,0.13907064449707507,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.6539477459697407,-1.7930183904668158,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.8912190704172407,0.2908583181726885,-1.2182511275432437,0.2282443660695091,-1.0547350989802422,0.23124658525918312,0.25955134212109876,0.2908583181726885,0.2282443660695091,0.06261395210317938,1.085728637423845,0.32703205712600303,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.8912190704172407,-1.2182511275432437,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.2598041216436975,0.22100761343134434,-1.076175462247139,0.25423045699110663,-1.167989791945418,0.12984507027950143,0.2376190352112255,0.25423045699110663,0.22100761343134434,0.033222843559762294,1.355770282950757,-0.1836286593965586,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.2598041216436975,-1.076175462247139,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.500990622465391,0.1822778224586946,-1.5447497725043158,0.17584585814020762,-1.5228701974848535,0.03094239173148325,0.1790618402994511,0.1822778224586946,0.17584585814020762,0.006431964318486971,2.3186549225845243,0.04375915003892472,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.500990622465391,-1.5447497725043158,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.8871982047690683,0.29168835783135433,-0.9205787919123849,0.28483997613731143,-0.9038884983407266,0.02360363952902765,0.2882641669843329,0.29168835783135433,0.28483997613731143,0.006848381694042893,0.8167358515331455,0.0333805871433166,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-0.8871982047690683,-0.9205787919123849,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.6129188483100265,0.16618376415573138,-1.5788463463516067,0.17095892956851466,-1.5958825973308166,0.024092897186790578,0.16857134686212302,0.17095892956851466,0.16618376415573138,0.004775165412783278,2.5465510306159267,-0.03407250195841982,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.6129188483100265,-1.5788463463516067,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.624581949575867,0.16457393231946152,-1.565731828030896,0.17282570491946203,-1.5951568888033816,0.041613320018101564,0.16869981861946176,0.17282570491946203,0.16457393231946152,0.008251772600000512,2.5436596656954196,-0.058850121544971046,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.624581949575867,-1.565731828030896,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.5015573005363023,0.18219337281581602,-1.3651395681744118,0.20340625744130245,-1.433348434355357,0.09646190362718429,0.19279981512855923,0.20340625744130245,0.18219337281581602,0.021212884625486428,2.0498352848432635,-0.13641773236189048,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.5015573005363023,-1.3651395681744118,0.0,-0.0,-0.0,0.0,-0.0,-0.0
-1.4772376418111055,0.18584501978940804,-1.2519995205941443,0.22235420416330787,-1.3646185812026248,0.15926740289423083,0.20409961197635795,0.22235420416330787,0.18584501978940804,0.03650918437389983,1.8495008193511284,-0.22523812121696118,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,-1.4772376418111055,-1.2519995205941443,0.0,-0.0,-0.0,0.0,-0.0,-0.0
