main_model,gate_feature,quantile,direction,cutoff,gate_rate,specialist,train_acc,train_bacc,train_f1,train_auc,threshold
Elastic+LGBM Blend,FT4_last_over_0M,0.65,high,0.609214510380817,0.34968553459119495,ET,0.8012578616352202,0.7787846481876333,0.7007575757575758,0.8527055840488676,0.3949999999999998
Elastic+LGBM Blend,TGAb,0.8,high,446.9395740016936,0.2,ET,0.8012578616352202,0.7747939837492077,0.6961538461538461,0.8439679018037227,0.4149999999999998
Elastic+LGBM Blend,TSH_mean,0.75,high,5.325333333333333,0.25031446540880503,ET,0.8012578616352202,0.7727986515299947,0.6937984496124031,0.8485636489367834,0.4149999999999998
Elastic+LGBM Blend,TRAb_x_FT4_last,0.9,high,638.0448261023314,0.10062893081761007,Elastic,0.8012578616352202,0.7727986515299947,0.6937984496124031,0.8467231890739353,0.4149999999999998
Elastic+LGBM Blend,TRAb_x_FT4_last,0.9,high,638.0448261023314,0.10062893081761007,RF,0.8012578616352202,0.7727986515299947,0.6937984496124031,0.8371138996138997,0.4149999999999998
Elastic+LGBM Blend,TSH_last_over_0M_plus1,0.8,high,26.391832669322717,0.2,ET,0.8012578616352202,0.7718009854203884,0.6926070038910506,0.8489526306690487,0.4149999999999998
Elastic+LGBM Blend,TSH_last_over_0M_plus1,0.9,high,56.47701132229973,0.10062893081761007,LGBM,0.8012578616352202,0.7708033193107819,0.69140625,0.8461217080620066,0.4149999999999998
Elastic+LGBM Blend,TGAb,0.85,high,604.6999999999997,0.1509433962264151,LGBM,0.8012578616352202,0.7698056532011756,0.6901960784313725,0.8436149368985191,0.4149999999999998
Elastic+LGBM Blend,FT4_last_over_0M,0.65,high,0.609214510380817,0.34968553459119495,LGBM,0.8012578616352202,0.7688079870915692,0.6889763779527559,0.8431539215121305,0.4149999999999998
Elastic+LGBM Blend,TGAb,0.9,high,980.8833311404005,0.10062893081761007,ET,0.8012578616352202,0.7678103209819628,0.6877470355731226,0.8450916268080446,0.4149999999999998
